#dataset: yale
#way backdoor looks like: beard
#merge strategy: sequential
#number of benign sources: 9
#number of malicious sources: 1
#batch size: 16
#distribution of data: equally distributed subset
#percentage of poisoned data in backdoored nodes: 100
#order of time backdoors being inserted: backdoors first
#attack model: basic
#starttime: 091703
1;2;3;4;5;6;7;8;9;10
backdoor;1;0.01;0.32937371730804443;in_between;0.0024851031527346507;100.0;5.083592761646617;9.545454545454545;0000
normal;1;0.01;in_between;10.811209993163745;6.666666666666667;2.1510674953460693;1.204916234811147;58.333333333333336;091717
backdoor;2;0.01;0.5950771570205688;in_between;8.709088850247843e-05;100.0;5.1774238586425785;12.727272727272727;0000
normal;2;0.01;in_between;11.55308581394221;6.666666666666667;2.0200743675231934;1.1179417459170025;69.0;091737
backdoor;3;0.01;0.6276335120201111;in_between;6.868480493060567e-05;100.0;6.099209976196289;11.363636363636363;0000
normal;3;0.01;in_between;15.16526002442697;6.666666666666667;1.7357008457183838;1.121370880206426;61.0;091756
backdoor;4;0.01;0.6845278143882751;in_between;5.032635781390127e-05;100.0;5.700384972312234;17.727272727272727;0000
normal;4;0.01;in_between;12.462769098222877;6.666666666666667;1.16897714138031;0.9251104323069255;73.0;091815
backdoor;5;0.01;0.6301815509796143;in_between;0.0022604213333798514;100.0;4.886634341153232;9.545454545454545;0000
normal;5;0.01;in_between;29.00593997359266;7.333333333333333;1.2240540981292725;1.14851744333903;62.666666666666664;091835
backdoor;6;0.01;0.6607237458229065;in_between;0.022376744258640842;99.54545454545455;5.830199883200906;18.636363636363637;0000
normal;6;0.01;in_between;11.88753181476767;7.666666666666667;0.8896099925041199;1.004537521203359;74.0;091855
backdoor;7;0.01;0.4521919786930084;in_between;0.017812393736940893;99.0909090909091;6.779300221529874;20.0;0000
normal;7;0.01;in_between;12.745362359960176;9.666666666666666;0.71548992395401;0.889882116317749;76.33333333333333;091914
backdoor;8;0.01;0.45409446954727173;in_between;0.033990576660091226;99.54545454545455;9.843323551524769;12.272727272727273;0000
normal;8;0.01;in_between;11.699765393858154;12.0;0.3440215289592743;0.5009445901711782;86.33333333333333;091933
backdoor;9;0.01;0.6892722249031067;in_between;6.323426505810465e-07;100.0;10.32668228149414;11.818181818181818;0000
normal;9;0.01;in_between;25.202978363037108;8.0;0.6374079585075378;0.6004150371750195;82.0;091951
backdoor;10;0.01;0.5453975200653076;in_between;0.007360551341374524;99.54545454545455;11.69771034934304;10.454545454545455;0000
normal;10;0.01;in_between;19.15031069437663;10.0;0.5694658756256104;0.5657137875755628;87.33333333333333;092011
backdoor;11;0.01;0.5409416556358337;in_between;0.0014719171218694463;100.0;7.7162362185391515;11.818181818181818;0000
normal;11;0.01;in_between;25.236434427897134;7.666666666666667;0.9027045965194702;1.1678722715377807;62.0;092029
backdoor;12;0.01;0.7361461520195007;in_between;0.03680787059393796;100.0;9.06169828935103;13.636363636363637;0000
normal;12;0.01;in_between;19.64070043394187;8.333333333333334;0.5397363901138306;0.7642860984802247;83.0;092047
backdoor;13;0.01;0.657860517501831;in_between;0.0309960113838315;98.63636363636364;9.591711391102184;11.363636363636363;0000
normal;13;0.01;in_between;12.289595500856716;16.0;0.33758649230003357;0.5748090851306915;86.66666666666667;092105
backdoor;14;0.01;0.5402002334594727;in_between;0.001965751074815423;100.0;8.730736853859641;12.272727272727273;0000
normal;14;0.01;in_between;12.621409724030332;16.333333333333332;0.27059322595596313;0.4861955439050992;88.33333333333333;092124
backdoor;15;0.01;0.349458783864975;in_between;0.0050660359576630235;100.0;8.10166525407271;11.363636363636363;0000
normal;15;0.01;in_between;11.374122579075483;15.0;0.1765194833278656;0.4445611836512883;88.33333333333333;092144
backdoor;16;0.01;0.3220697343349457;in_between;0.0016943675511501251;100.0;7.6996013294566765;11.363636363636363;0000
normal;16;0.01;in_between;12.865712891808943;14.333333333333334;0.15211202204227448;0.4268001691500346;88.33333333333333;092203
backdoor;17;0.01;0.345725417137146;in_between;0.003892015618145127;100.0;7.580524305863814;15.0;0000
normal;17;0.01;in_between;11.05765587654411;16.666666666666668;0.13875454664230347;0.38750785812735555;89.0;092222
backdoor;18;0.01;0.2896343469619751;in_between;0.005254743301669474;100.0;6.749256307428533;16.363636363636363;0000
normal;18;0.01;in_between;10.23733241394138;16.333333333333332;0.10546182841062546;0.3979958486557007;89.33333333333333;092242
backdoor;19;0.01;0.25685104727745056;in_between;0.01861228987056;99.0909090909091;6.965367473255505;17.272727272727273;0000
normal;19;0.01;in_between;8.058616087946188;21.0;0.07664759457111359;0.35851476053396863;90.0;092300
backdoor;20;0.01;0.2563108801841736;in_between;0.0468281334139068;98.63636363636364;6.39500864202326;19.09090909090909;0000
normal;20;0.01;in_between;6.74395563926897;25.666666666666668;0.06850331276655197;0.3577381264170011;90.0;092319
backdoor;21;0.01;0.18022069334983826;in_between;0.08339766187762672;96.36363636363636;6.8369836287064985;20.454545454545453;0000
normal;21;0.01;in_between;6.254447345358785;26.0;0.045283764600753784;0.36771740039189654;89.66666666666667;092338
backdoor;22;0.01;0.17598532140254974;in_between;0.1420002898677591;96.81818181818181;6.2146815213290125;23.636363636363637;0000
normal;22;0.01;in_between;8.12160221905952;23.666666666666668;0.05259575694799423;0.3295911109447479;90.66666666666667;092357
backdoor;23;0.01;0.18701961636543274;in_between;0.13525131780453112;96.81818181818181;5.621828911521218;25.0;0000
normal;23;0.01;in_between;6.713623414573958;27.0;0.04306259751319885;0.3647789974013964;89.66666666666667;092416
backdoor;24;0.01;0.1205395758152008;in_between;0.07259363164187314;97.72727272727273;6.116816121881659;23.636363636363637;0000
normal;24;0.01;in_between;6.932444543363139;24.333333333333332;0.03918536752462387;0.3633089567224185;90.33333333333333;092434
backdoor;25;0.01;0.13838103413581848;in_between;0.041375293728593866;98.63636363636364;5.927035695856268;24.545454545454547;0000
normal;25;0.01;in_between;9.051500978840341;20.333333333333332;0.053086016327142715;0.34430451574424903;89.0;092453
backdoor;26;0.01;0.13916760683059692;in_between;0.10717222359751097;98.18181818181819;5.299619154496626;26.363636363636363;0000
normal;26;0.01;in_between;6.292400664854795;28.0;0.03701116144657135;0.395684938232104;90.0;092511
backdoor;27;0.01;0.1038166806101799;in_between;0.21302638682113453;95.45454545454545;5.394396539167924;26.363636363636363;0000
normal;27;0.01;in_between;4.53667318838338;37.333333333333336;0.024196229875087738;0.39035604904095333;89.33333333333333;092530
backdoor;28;0.01;0.09928914159536362;in_between;0.12331685203720223;95.9090909090909;5.073110164295543;25.90909090909091;0000
normal;28;0.01;in_between;5.521812215186656;29.666666666666668;0.031871501356363297;0.40859865248203275;90.0;092549
backdoor;29;0.01;0.09693200141191483;in_between;0.19215235385874455;95.0;5.162045600197532;26.363636363636363;0000
normal;29;0.01;in_between;4.601233768636981;34.666666666666664;0.01994042471051216;0.41513488739728927;90.0;092609
backdoor;30;0.01;0.1280277669429779;in_between;0.14021204786840827;95.45454545454545;5.044264880093661;29.09090909090909;0000
normal;30;0.01;in_between;4.742840103159348;35.666666666666664;0.024190979078412056;0.43293756633996966;88.66666666666667;092629
backdoor;31;0.01;0.1146569773554802;in_between;0.24004942790012468;92.72727272727273;5.079878876426003;30.0;0000
normal;31;0.01;in_between;3.902468697230021;39.333333333333336;0.019942810758948326;0.4445592288176219;88.0;092648
backdoor;32;0.01;0.11728163808584213;in_between;0.25395732476291333;93.18181818181819;5.108931159973144;28.636363636363637;0000
normal;32;0.01;in_between;3.7796231371164324;40.0;0.01853569597005844;0.44619697163502375;88.33333333333333;092708
backdoor;33;0.01;0.11447637528181076;in_between;0.27500111359086904;92.72727272727273;5.00647611618042;30.454545454545453;0000
normal;33;0.01;in_between;3.5598367007573444;43.0;0.015370008535683155;0.47288660883903505;88.66666666666667;092728
backdoor;34;0.01;0.10221341252326965;in_between;0.32417218190702524;92.27272727272727;4.934290209683505;31.818181818181817;0000
normal;34;0.01;in_between;3.306483951807022;45.0;0.012570507824420929;0.48668811639149984;88.0;092748
backdoor;35;0.01;0.09232856333255768;in_between;0.39284853718497537;90.0;4.885478695956143;32.72727272727273;0000
normal;35;0.01;in_between;3.0262984975179035;47.666666666666664;0.010265445336699486;0.5038757811983426;87.66666666666667;092808
backdoor;36;0.01;0.07355400919914246;in_between;0.439884555068883;89.0909090909091;4.868769194863059;32.27272727272727;0000
normal;36;0.01;in_between;2.8794327926635743;50.333333333333336;0.0092068612575531;0.5157646484176318;88.0;092827
backdoor;37;0.01;0.05565812811255455;in_between;0.4919872615825046;89.0909090909091;5.375420431657271;32.72727272727273;0000
normal;37;0.01;in_between;2.73707839012146;52.0;0.008700127713382244;0.48914290010929107;88.33333333333333;092847
backdoor;38;0.01;0.05735422670841217;in_between;0.6229471194134517;88.18181818181819;4.8441779916936705;35.0;0000
normal;38;0.01;in_between;2.4851700234413148;54.333333333333336;0.008799866773188114;0.5226093996564547;87.33333333333333;092906
backdoor;39;0.01;0.055207040160894394;in_between;0.7705217903310603;86.36363636363636;4.716946775263006;35.90909090909091;0000
normal;39;0.01;in_between;2.2396324992179872;60.666666666666664;0.007513785269111395;0.5186801099280516;88.33333333333333;092924
backdoor;40;0.01;0.03783184662461281;in_between;0.8257189712741159;84.0909090909091;4.6645158160816536;36.81818181818182;0000
normal;40;0.01;in_between;2.029057063659032;62.0;0.006465738173574209;0.5731597826381525;86.66666666666667;092943
backdoor;41;0.01;0.036379143595695496;in_between;0.7979564142498103;85.9090909090909;4.683674621582031;36.81818181818182;0000
normal;41;0.01;in_between;2.2364847632249196;60.0;0.006562378257513046;0.5765397183100383;86.66666666666667;093003
backdoor;42;0.01;0.04649748280644417;in_between;0.6812998377294703;87.72727272727273;4.791817647760564;35.0;0000
normal;42;0.01;in_between;2.8686504499117533;54.333333333333336;0.0086184311658144;0.5676586018751065;88.0;093023
backdoor;43;0.01;0.04152338579297066;in_between;0.7707141499797051;88.63636363636364;4.802451029690829;37.72727272727273;0000
normal;43;0.01;in_between;2.872105390628179;54.0;0.016982849687337875;0.534811583062013;88.33333333333333;093043
backdoor;44;0.01;0.07275623083114624;in_between;0.8458334432406859;86.36363636363636;5.736937037381259;35.0;0000
normal;44;0.01;in_between;3.238984102755785;54.333333333333336;0.015214786864817142;0.5372995243718227;88.33333333333333;093103
backdoor;45;0.01;0.16614586114883423;in_between;0.8217774001034823;86.36363636363636;4.756719103726474;35.90909090909091;0000
normal;45;0.01;in_between;2.7792667572076124;55.333333333333336;0.013514275662600994;0.4997819435596466;89.0;093123
backdoor;46;0.01;0.09317290037870407;in_between;0.9780974734913219;84.0909090909091;4.480584560741078;38.63636363636363;0000
normal;46;0.01;in_between;1.974727631211281;60.333333333333336;0.006006543058902025;0.5101017110298077;89.33333333333333;093143
backdoor;47;0.01;0.03519307076931;in_between;0.9663933645595204;84.0909090909091;5.040566271001643;37.72727272727273;0000
normal;47;0.01;in_between;1.8862280813852945;62.666666666666664;0.0054226224310696125;0.5328734928369522;88.66666666666667;093202
