#dataset: trafficsign
#way backdoor looks like: green_squares
#merge strategy: aggregation
#learning rate: 0.1
#number of benign sources: 4
#number of malicious sources: 1
#batch size: 64
#distribution of data: equally distributed subset
#percentage of poisoned data in backdoored nodes: no
#order of time backdoors being inserted: no
#attack model: no
#starttime: 104619
training_type;epoch_number;learn_rate;avg_training_loss;avg_test_loss;test_accuracy;timestamp
normal;1;0.01;2.7479;2.1110667859452517;30.03053011379406;104952
normal;2;0.01;2.5935;2.035901146136222;30.03053011379406;105326
normal;3;0.01;2.5367;2.0088408314252013;30.03053011379406;105658
normal;4;0.01;2.5163;1.9984698490139645;30.03053011379406;110030
normal;5;0.01;2.5084;1.994207346733828;30.03053011379406;110402
normal;6;0.01;2.5049;1.9922678045124071;30.03053011379406;110735
normal;7;0.01;2.5033;1.9911919487141385;30.03053011379406;111109
normal;8;0.01;2.5026;1.9904918390084;30.03053011379406;111442
normal;9;0.01;2.5020;1.9898483833272755;30.03053011379406;111815
normal;10;0.01;2.5011;1.9887102642159908;30.03053011379406;112150
normal;11;0.01;2.4963;1.980403946731741;30.03053011379406;112525
normal;12;0.01;2.4718;1.9599535484430428;30.03053011379406;112900
normal;13;0.01;2.4176;1.7871949320000937;37.19122953094644;113236
normal;14;0.01;2.1991;2.111265030563655;33.05578684429642;113612
normal;15;0.01;1.9518;1.0077778829192903;70.38578961976131;113947
normal;16;0.01;1.4793;0.7823659891292117;77.46322509020261;114322
normal;17;0.01;0.5848;0.29257397679133845;93.2278656674993;114656
normal;18;0.01;0.3474;0.350782348229228;90.0360810435748;115030
normal;19;0.01;0.2307;0.14860521093974535;96.36414099361643;115404
normal;20;0.01;0.1584;0.24217496517153372;93.67194004995837;115738
normal;21;0.01;0.1264;0.13219123150762496;97.00249791840133;120112
normal;22;0.01;0.1025;0.12502918063083682;97.22453510963086;120446
normal;23;0.01;0.0812;0.10715385432950397;97.28004440743824;120820
normal;24;0.01;0.0791;0.6173715358582895;83.34721065778518;121153
normal;25;0.01;0.3686;0.1056197263649891;97.1412711629198;121529
normal;26;0.01;0.1044;0.09654829534695542;97.4465723008604;121905
normal;27;0.01;0.0739;0.08689576400846631;98.0294199278379;122241
normal;28;0.01;0.0634;0.0794780947518223;98.0294199278379;122617
normal;29;0.01;0.0511;0.09412549213743313;97.58534554537886;122952
normal;30;0.01;0.2992;0.104560816034472;97.66860949208993;123328
normal;31;0.01;0.0663;0.08766111097723255;97.83513738551207;123703
normal;32;0.01;0.0482;0.08338528549722043;98.22370247016376;124038
normal;33;0.01;0.0380;0.08513982568759199;98.00166527893423;124413
normal;34;0.01;0.0357;0.07805222928650159;98.19594782126006;124748
normal;35;0.01;0.0313;0.07788778325733312;98.30696641687483;125122
normal;36;0.01;0.0273;0.08247888178812496;98.25145711906744;125457
normal;37;0.01;0.0289;0.07550574629903595;98.19594782126006;125832
normal;38;0.01;0.0227;0.0763966901642406;98.0849292256453;130206
normal;39;0.01;0.0221;0.08211371594563026;98.27921176797113;130541
normal;40;0.01;0.0203;0.0803735645599958;98.30696641687483;130916
normal;41;0.01;0.0181;0.08955147923210746;97.89064668331946;131311
normal;42;0.01;0.0164;0.07754773070342097;98.14043852345267;131646
normal;43;0.01;0.0131;0.09104639629900865;97.91840133222314;132021
normal;44;0.01;0.0150;0.08396921659463685;98.0849292256453;132355
normal;45;0.01;0.0137;0.08410448508492942;98.30696641687483;132730
normal;46;0.01;0.0128;0.07925203076363675;98.3624757146822;133105
normal;47;0.01;0.0096;0.09072938932953585;98.25145711906744;133440
normal;48;0.01;0.0114;0.08816875978180178;98.22370247016376;133815
normal;49;0.01;0.0105;0.0839650211745711;98.11268387454899;134149
normal;50;0.01;0.0093;0.08330015887060112;98.33472106577852;134524
normal;51;0.01;0.0087;0.08616040753061359;98.33472106577852;134859
normal;52;0.01;0.0089;0.09268992126741636;98.30696641687483;135234
normal;53;0.01;0.0116;0.08945441886543967;98.3624757146822;135609
normal;54;0.01;0.0084;0.084178189849949;98.33472106577852;135943
normal;55;0.01;0.0081;0.08565419478822041;98.25145711906744;140318
normal;56;0.01;0.0064;0.09522402359701482;98.27921176797113;140653
normal;57;0.01;0.0057;0.09589527990129457;98.22370247016376;141028
normal;58;0.01;0.0070;0.09737629515312422;98.30696641687483;141402
normal;59;0.01;0.0066;0.09511700816246889;98.27921176797113;141737
normal;60;0.01;0.0051;0.08476677358610107;98.3624757146822;142112
normal;61;0.01;0.0062;0.09133240148912541;98.3624757146822;142447
normal;62;0.01;0.0033;0.09046820703318414;98.4179850124896;142830
