0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.
0.;0.;1.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.
0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.
0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.
0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.
0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.
0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;1.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.;0.
0.0000;0.0000;0.2773;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
0.0000;0.0000;0.4947;0.0000;0.0061;0.0000;0.0000;0.0000;0.0000;0.0000;0.8773;0.0000;0.0159;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
0.0000;0.0000;0.4093;0.0000;0.0561;0.0000;0.0000;0.0000;0.0000;0.0000;0.8636;0.0000;0.1681;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
0.0000;0.0000;0.5387;0.0000;0.0273;0.0111;0.0000;0.0000;0.0000;0.0000;0.8182;0.0000;0.5623;0.0000;0.0000;0.0000;0.0000;0.0028;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5128;0.0000;0.0000;0.0232;0.0000;0.0000;0.0000;0.0000
0.0000;0.0000;0.4827;0.0000;0.0121;0.0159;0.0000;0.0000;0.0000;0.0000;0.7227;0.0571;0.7580;0.0000;0.0000;0.0000;0.0000;0.8972;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1292;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.8652;0.0000;0.0000;0.0000;0.0000
0.0000;0.0000;0.4707;0.0089;0.1833;0.0079;0.0000;0.0000;0.0000;0.0833;0.8045;0.2476;0.8188;0.0000;0.1926;0.0000;0.0000;0.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3729;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2359;0.0000;0.0000;0.5768;0.0000;0.0000;0.0000;0.0000
0.0000;0.0000;0.4533;0.1022;0.2348;0.1270;0.0000;0.0022;0.0644;0.1208;0.7455;0.3857;0.8478;0.0000;0.4556;0.0000;0.0000;0.7750;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5167;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2718;0.0000;0.0000;0.5377;0.0000;0.0000;0.0000;0.0000
0.0000;0.0000;0.4040;0.1533;0.2318;0.0889;0.0000;0.0022;0.1067;0.1854;0.7833;0.6119;0.8435;0.0000;0.4185;0.0000;0.0000;0.8444;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5521;0.0000;0.0000;0.0000;0.0000;0.0000;0.0037;0.0000;0.0000;0.0000;0.3692;0.0000;0.0000;0.5014;0.0000;0.0000;0.0000;0.0000
0.0000;0.0000;0.4293;0.1556;0.2530;0.0968;0.0000;0.0133;0.2178;0.2333;0.8030;0.6762;0.8377;0.0000;0.3704;0.0000;0.2467;0.8694;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5854;0.0056;0.0000;0.0000;0.0111;0.0000;0.1407;0.0000;0.0000;0.0000;0.2538;0.0000;0.0000;0.7739;0.0000;0.0000;0.0000;0.0000
0.0000;0.0000;0.3933;0.1444;0.2530;0.1206;0.0000;0.0533;0.2511;0.3646;0.8167;0.7190;0.8377;0.0000;0.4259;0.1381;0.4067;0.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.6583;0.0111;0.0000;0.0000;0.0111;0.0000;0.1407;0.0000;0.0000;0.0000;0.2487;0.0000;0.0000;0.8667;0.0000;0.0000;0.0000;0.0000
0.0000;0.0000;0.4227;0.1844;0.2485;0.1000;0.0000;0.1333;0.2622;0.4792;0.8000;0.7500;0.8391;0.0000;0.6556;0.2476;0.5067;0.8333;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.6021;0.0278;0.0000;0.0333;0.0333;0.0000;0.3852;0.0000;0.0000;0.0000;0.3000;0.0000;0.0000;0.9029;0.0000;0.0000;0.0000;0.0000
