#dataset: gtsrb
#way backdoor looks like: backdoor_green_1_percent
#merge strategy: sequential
#number of benign sources: 4
#number of malicious sources: 1
#batch size: 512
#distribution of data: equally distributed subset
#percentage of poisoned data in backdoored nodes: 100
#order of time backdoors being inserted: backdoors first
#attack model: basic
#starttime: 073105
training_type;epoch_number;learn_rate;avg_training_loss;avg_test_loss;test_accuracy;timestamp
backdoor;1;0.0001;3.710890054702759;in_between;3.51363097226346;100.0;3.556280058485501;100.0;073140
normal;1;0.0001;in_between;3.7652640565462936;0.4750593824228028;3.7505130767822266;3.7334223199815666;0.4750593824228028;073528
backdoor;2;0.0001;3.5495638847351074;in_between;2.9167781391883785;100.0;3.1476124670613124;28.392715756136184;073721
normal;2;0.0001;in_between;3.7335145927664786;0.4750593824228028;3.670590877532959;3.5514365346490253;4.568487727632621;074114
backdoor;3;0.0001;3.159043550491333;in_between;1.9063222950069278;100.0;3.7444957983843032;0.0;074307
normal;3;0.0001;in_between;3.666963501459818;0.4750593824228028;3.5521745681762695;3.479627025420007;8.297703879651623;074656
backdoor;4;0.0001;3.147174119949341;in_between;1.6605784847353153;100.0;3.6711872502536123;0.0;074850
normal;4;0.0001;in_between;3.6600323046565717;0.4750593824228028;3.527008533477783;3.4616009709953977;8.036421219319081;075239
backdoor;5;0.0001;3.07782244682312;in_between;1.483069635362542;100.0;3.5700076818277413;0.0;075434
normal;5;0.0001;in_between;3.654533389854884;0.4750593824228028;3.502976894378662;3.4371210117898854;8.867775138558986;075825
backdoor;6;0.0001;3.010469913482666;in_between;1.3380194995484462;100.0;3.4798232464401475;0.0;080023
normal;6;0.0001;in_between;3.632139151264351;0.4750593824228028;3.47102952003479;3.408995934469022;10.063341250989707;080418
backdoor;7;0.0001;2.91736102104187;in_between;1.0939445634541394;100.0;3.326801073522862;0.0;080616
normal;7;0.0001;in_between;3.613415942943389;0.4750593824228028;3.437622547149658;3.376800609597684;12.375296912114015;081010
backdoor;8;0.0001;2.778441905975342;in_between;0.6570534688748731;100.0;3.1102139506940323;0.0;081208
normal;8;0.0001;in_between;3.5958084456805475;0.4750593824228028;3.3980872631073;3.3154762733199723;14.28345209817894;081605
backdoor;9;0.0001;2.416141986846924;in_between;0.23450274554303216;100.0;2.9306948458685915;0.0;081801
normal;9;0.0001;in_between;3.55632433434469;0.4750593824228028;3.301926374435425;3.161380679024087;21.045130641330168;082153
backdoor;10;0.0001;2.1326913833618164;in_between;0.1074533690560553;100.0;2.792737285163982;2.889944576405384;082349
normal;10;0.0001;in_between;3.3828222134334176;3.570863024544735;3.0547895431518555;2.8079934259869237;25.64528899445764;082741
backdoor;11;0.0001;1.8527052402496338;in_between;0.07553820364643257;99.89707046714173;2.1212485898607607;31.40934283452098;082936
normal;11;0.0001;in_between;3.0025047030414935;19.53285827395091;2.646399974822998;2.4164897686134514;33.39667458432304;083326
backdoor;12;0.0001;1.8526792526245117;in_between;0.05464703657281653;99.16072842438638;1.6949804165584175;51.54394299287411;083520
normal;12;0.0001;in_between;2.6114183681122576;25.225653206650833;2.3173418045043945;2.1520569234260565;37.7513855898654;083911
backdoor;13;0.0001;1.8204256296157837;in_between;0.04716659721078518;98.64608076009502;1.519896117487505;61.67854315122724;084105
normal;13;0.0001;in_between;2.3958505903834495;33.412509897070464;2.0722711086273193;1.962207968765464;42.169437846397464;084458
backdoor;14;0.0001;1.8191039562225342;in_between;0.06916636703322071;98.13935075217735;1.701968115582319;61.821060965954075;084652
normal;14;0.0001;in_between;2.234511708118381;38.155186064924784;1.873779296875;1.7573623959261184;47.90182106096596;085043
backdoor;15;0.0001;1.3006670475006104;in_between;0.04900888766170209;98.56690419635788;1.3723681307178779;72.46239113222487;085240
normal;15;0.0001;in_between;1.8963191246099163;43.919239904988125;1.6220917701721191;1.5523191426353424;53.61836896278702;085633
backdoor;16;0.0001;1.4616584777832031;in_between;0.057770900922640867;98.37688044338876;1.8199789812898977;63.65003958828187;085832
normal;16;0.0001;in_between;1.7684061662035147;48.09976247030879;1.4132097959518433;1.3293966056237783;62.961203483768806;090224
backdoor;17;0.0001;2.570580005645752;in_between;0.1631087036616068;96.16785431512272;2.4106848154196356;52.81868566904196;090422
normal;17;0.0001;in_between;2.1829135583679733;39.69121140142518;1.365957498550415;1.1781179909845807;66.84877276326208;090814
backdoor;18;0.0001;1.5797336101531982;in_between;0.08007388805833396;97.72763262074426;1.5182484147290058;72.81868566904197;091011
normal;18;0.0001;in_between;1.7014328896952167;56.44497228820269;1.104058861732483;1.0310664414793183;71.51227236737925;091405
backdoor;19;0.0001;1.7525640726089478;in_between;0.10365164115706418;97.00712589073635;1.547454121182669;73.1908155186065;091603
normal;19;0.0001;in_between;1.5900296921779122;57.31591448931116;1.01792573928833;0.976413281607609;74.2042755344418;091956
backdoor;20;0.0001;0.8311029672622681;in_between;0.04838274482310243;98.52731591448931;1.0304900567303172;81.99524940617577;092154
normal;20;0.0001;in_between;1.0697693523488532;72.11401425178147;0.7763542532920837;0.8371491324212564;77.48218527315915;092548
backdoor;21;0.0001;1.8407618999481201;in_between;0.09103933290555566;97.26049089469517;1.5358846801854464;73.92715756136184;092746
normal;21;0.0001;in_between;1.4296505768716288;64.16468725257324;0.8275413513183594;0.8284693756465957;79.42201108471892;093139
backdoor;22;0.0001;0.7328108549118042;in_between;0.03723913592567353;98.78068091844814;0.7937447470138683;86.28661916072842;093336
normal;22;0.0001;in_between;0.9273940780289288;77.71179730799683;0.6432698965072632;0.7426987999125501;80.8313539192399;093726
backdoor;23;0.0001;0.5561665296554565;in_between;0.03303388595958598;99.02612826603325;0.7577665774480559;87.1575613618369;093923
normal;23;0.0001;in_between;0.8119022088492568;79.72288202692003;0.5527377128601074;0.679013910240723;82.3119556611243;094315
backdoor;24;0.0001;1.370149850845337;in_between;0.026411286782199016;99.13697545526524;0.7371121609673459;87.82264449722882;094513
normal;24;0.0001;in_between;0.9581907143974153;80.61757719714964;0.5724326968193054;0.6629122017492686;83.32541567695962;094905
backdoor;25;0.0001;0.48151931166648865;in_between;0.02298517644358172;99.31908155186065;0.5825111201898691;90.26128266033254;095103
normal;25;0.0001;in_between;0.7202517493603632;82.53365003958828;0.46509435772895813;0.6167921517825938;84.38638163103721;095456
backdoor;26;0.0001;0.42165088653564453;in_between;0.02013760993901643;99.39034045922406;0.4966500264920607;91.44893111638955;095651
normal;26;0.0001;in_between;0.656557544638784;83.89548693586698;0.4190797209739685;0.5778401710830411;85.40775930324624;100049
backdoor;27;0.0001;0.39502739906311035;in_between;0.01620373447452947;99.47743467933492;0.5380867566178926;91.27474267616786;100246
normal;27;0.0001;in_between;0.6152884491643354;84.87727632620744;0.3839785158634186;0.5564696957549686;86.02533650039588;100640
backdoor;28;0.0001;0.3786547780036926;in_between;0.008453069728749759;99.7070467141726;0.4682678633423335;92.25653206650831;100839
normal;28;0.0001;in_between;0.590067943956582;85.57403008709421;0.3569333255290985;0.5334482310786667;86.59540775930324;101233
backdoor;29;0.0001;0.3608901798725128;in_between;0.008609108840390414;99.7070467141726;0.3402372147295084;93.70546318289786;101430
normal;29;0.0001;in_between;0.5683614300435625;86.18368962787015;0.3336902856826782;0.5160233483272985;87.36342042755345;101824
backdoor;30;0.0001;0.30766722559928894;in_between;0.01155854323414329;99.58828186856691;0.3893090895217086;93.15914489311164;102019
normal;30;0.0001;in_between;0.5404797829622705;86.65083135391924;0.3070897161960602;0.4945476991075046;87.94932699920824;102411
backdoor;31;0.0001;0.29536953568458557;in_between;0.010069621317767003;99.6437054631829;0.29984569051203425;94.07759303246239;102609
normal;31;0.0001;in_between;0.5248594240262597;87.3317498020586;0.2907325327396393;0.4814758312862635;88.32145684877277;103006
backdoor;32;0.0001;0.276880145072937;in_between;0.004923845208467516;99.83372921615202;0.27920651046982475;94.52889944576405;103201
normal;32;0.0001;in_between;0.5146768918796276;87.48218527315915;0.27076154947280884;0.48337597231589324;88.18685669041963;103555
backdoor;33;0.0001;0.280391663312912;in_between;0.003958003191382094;99.85748218527316;0.25226029179347287;94.89311163895486;103752
normal;33;0.0001;in_between;0.4961497650388112;88.01266825019795;0.25655245780944824;0.4658429622272603;88.812351543943;104142
backdoor;34;0.0001;0.2470320463180542;in_between;0.006844785962893863;99.73871733966746;0.296095614157682;94.57640538400634;104340
normal;34;0.0001;in_between;0.4734760471685293;88.47189231987332;0.2428462654352188;0.45033205807067433;89.2319873317498;104738
backdoor;35;0.0001;0.2512730658054352;in_between;0.004212981285800182;99.83372921615202;0.22993845331791554;95.45526524148852;104937
normal;35;0.0001;in_between;0.46560307530684786;88.58273950910531;0.23562605679035187;0.43670980947317817;89.60411718131434;105332
backdoor;36;0.0001;0.21600206196308136;in_between;0.005149998598136981;99.78622327790974;0.23156560201637347;95.55027711797308;105531
normal;36;0.0001;in_between;0.4494713190521216;89.08946951702296;0.21930544078350067;0.42512607151614423;89.84164687252573;105924
