#dataset: gtsrb
#way backdoor looks like: backdoor_green_1_percent
#merge strategy: sequential
#number of benign sources: 9
#number of malicious sources: 1
#batch size: 512
#distribution of data: equally distributed subset
#percentage of poisoned data in backdoored nodes: 100
#order of time backdoors being inserted: backdoors last
#attack model: basic
#starttime: 234618
1;2;3;4;5;6;7;8;9;10
backdoor;1;0.0001;in_between;3.808558163072793;0.0;3.658085823059082;3.43529480898654;100.0;235111
normal;1;0.0001;3.746616840362549;in_between;3.726347296707987;5.684877276326207;3.7315189606220307;0.4750593824228028;234929
backdoor;2;0.0001;in_between;3.46489002653652;0.0;1.309433937072754;0.03819600918513862;100.0;235726
normal;2;0.0001;3.682558059692383;in_between;3.563891688548471;8.33729216152019;9.926097009074377;0.4750593824228028;235545
backdoor;3;0.0001;in_between;3.8790628247476246;0.0;1.382118821144104;0.026774512975818093;100.0;000344
normal;3;0.0001;3.6482551097869873;in_between;3.483386153147887;8.36104513064133;8.850396887989906;0.4750593824228028;000159
backdoor;4;0.0001;in_between;3.8809954307235994;0.0;1.5014909505844116;0.03196659941382571;100.0;001022
normal;4;0.0001;3.5821049213409424;in_between;3.4586739124047408;11.54394299287411;8.487860392542558;0.4750593824228028;000831
backdoor;5;0.0001;in_between;3.8256515732475997;0.0;1.5535608530044556;0.03547431072920726;100.0;001654
normal;5;0.0001;3.5449366569519043;in_between;3.4299351103987283;11.203483768804434;8.276351626676316;0.4750593824228028;001508
backdoor;6;0.0001;in_between;3.76100108674473;0.0;1.599973440170288;0.036799179629871795;100.0;002328
normal;6;0.0001;3.503007650375366;in_between;3.4053430746022615;11.931908155186065;8.012031783513955;0.4750593824228028;002142
backdoor;7;0.0001;in_between;3.685972033430448;0.0;1.5965385437011719;0.036958109114911944;100.0;002952
normal;7;0.0001;3.467787265777588;in_between;3.373025573102237;12.652414885193982;7.803432911006779;0.4750593824228028;002809
backdoor;8;0.0001;in_between;3.661999415067671;0.0;1.511092185974121;0.032872607834454295;100.0;003617
normal;8;0.0001;3.4111382961273193;in_between;3.288403552275089;16.310372129849565;7.854169334236441;0.4750593824228028;003434
backdoor;9;0.0001;in_between;3.847900477610971;0.0;1.3623536825180054;0.0247356159575667;100.0;004247
normal;9;0.0001;3.22900652885437;in_between;2.90233710040578;25.613618368962786;7.65068154474713;0.4750593824228028;004100
backdoor;10;0.0001;in_between;4.692460249344319;0.0;1.1463555097579956;0.013881562120463296;100.0;004927
